Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount,ObjectId
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Materials & Supplies,2020,Books & Magazines,500,2025
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Materials & Supplies,2080,Photo / Video supplies,1100,2026
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Materials & Supplies,2082,Health & Safety supplies,200,2027
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Materials & Supplies,2083,Fingerprint supplies,1500,2028
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Materials & Supplies,2086,Traffic enforcement supplies,0,2029
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Materials & Supplies,2999,Miscellaneous materials,1000,2030
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Premium Pay,1571,Court premium pay - Uniform,0,2031
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Premium Pay,1572,Overtime premium pay - Uniform,0,2032
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Premium Pay,1573,Callback premium pay - Uniform,0,2033
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Premium Pay,1574,Lieutime premium pay - Uniform,0,2034
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Premium Pay,1577,Callback (TAVIS) premium pay - Uniform,0,2035
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Premium Pay,1578,Callback (Command Initiatives) - Uniform,0,2036
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Premium Pay,1581,Court premium pay - Civilian,0,2037
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Premium Pay,1582,Overtime premium pay - Civilian,1200,2038
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Premium Pay,1583,Callback premium pay - Civilian,4700,2039
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Premium Pay,1584,Lieutime premium pay - Civilian,2400,2040
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Premium Pay,1592,Overtime premium pay - Contract,0,2041
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Revenues,9030,Miscellaneous revenues,0,2042
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Materials & Supplies,2086,Traffic enforcement supplies,0,2043
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 51,Division 51,Benefits,1776,OMERS - Civilian,341400,2044
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 22, 23",Division 23,Services,4206,Business travel - mileage,0,2045
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 22, 23",Division 22,Premium Pay,1572,Overtime premium pay - Uniform,0,2046
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1501,Regular salaries - Chief/Command,0,2047
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1503,Regular salaries - Uniform Sr. Officer,360400,2048
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1504,Regular salaries - Uniform,26603900,2049
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1505,Regular salaries - Civilian A,280200,2050
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1507,Regular salaries - Civilian C,2708500,2051
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1514,Temporary - short-term,0,2052
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1517,School Crossing Guards,0,2053
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1532,Alternate rate - Uniform Sr. Officer,0,2054
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1533,Alternate rate - Uniform,31400,2055
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1534,Alternate rate - Civilian A,4800,2056
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1536,Alternate rate - Civilian C,0,2057
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1541,Statutory Holiday - Uniform,95100,2058
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1544,Statutory Holiday - Civilian C,0,2059
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 31,Division 31,Salaries,1503,Regular salaries - Uniform Sr. Officer,354700,2060
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 22, 23",Division 22,Premium Pay,1573,Callback premium pay - Uniform,0,2061
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 51,Division 51,Benefits,1778,OMERS - Contract,0,2062
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1552,Shift Bonus - Civilian A,100,2063
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Materials & Supplies,2999,Miscellaneous materials,200,2064
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 31,Division 31,Salaries,1504,Regular salaries - Uniform,20970100,2065
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 22, 23",Division 22,Premium Pay,1574,Lieutime premium pay - Uniform,0,2066
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 22, 23",Division 23,Benefits,1765,CPP - Civilian,78200,2067
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 51,Division 51,Benefits,1960,Sick Pay Credit Grant,0,2068
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),District 14,Division 14,Salaries,1554,Shift Bonus - Civilian C,22600,2069
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Premium Pay,1571,Court premium pay - Uniform,0,2070
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Premium Pay,1572,Overtime premium pay - Uniform,0,2071
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Premium Pay,1573,Callback premium pay - Uniform,0,2072
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Premium Pay,1574,Lieutime premium pay - Uniform,0,2073
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Premium Pay,1577,Callback (TAVIS) premium pay - Uniform,0,2074
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Premium Pay,1578,Callback (Command Initiatives) - Uniform,0,2075
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Premium Pay,1581,Court premium pay - Civilian,0,2076
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Premium Pay,1582,Overtime premium pay - Civilian,0,2077
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Premium Pay,1583,Callback premium pay - Civilian,0,2078
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Premium Pay,1584,Lieutime premium pay - Civilian,3600,2079
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Revenues,9030,Miscellaneous revenues,0,2080
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Salaries,1503,Regular salaries - Uniform Sr. Officer,166000,2081
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Salaries,1504,Regular salaries - Uniform,19118900,2082
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Salaries,1505,Regular salaries - Civilian A,225600,2083
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Salaries,1507,Regular salaries - Civilian C,1678000,2084
2022,Approved Budget,1 - Toronto Police Service,Community Safety Command (Command),West Field Command (Pillar),"District 11, 12",Division 12,Salaries,1513,Temporary - long-term,0,2085
